transaction_id,customer_id,amount,currency,channel,created_ts,discount_code,is_refund
"unterminated,quote,here
10426,1376,269.16,GBP,web,,SPRING,1
10427,1369,68.3,GBP,,2024-01-24T05:31:00,,
10428,742,452.23,,store,2024-02-22T05:56:00,NEW10,0
10429,977,348.43,,store,2024-03-21T22:01:00,SPRING,0
10430,371,,USD,,2024-02-15T00:34:00,,true
10431,1441,429.75,GBP,,2024-01-09T22:58:00,SPRING,0
10432,681,445.67,NULL,,2024-05-03T00:27:00,SPRING,true
10433,1426,490.72,EUR,store,2024-04-16T02:59:00,NEW10,1
10434,214,75.94,NULL,store,2024-05-13T20:43:00,,1
10435,173,14.24,EUR,store,2024-03-20T05:48:00,SPRING,
10436,1129,488.51,EUR,mobile,2024-01-27T16:37:00,SPRING,1
10437,27,561.77,,web,2024-02-03T16:31:00,SPRING,true
10438,514,485.22,NULL,mobile,2024-02-24T08:24:00,,true
10439,394,10.08,NULL,mobile,,,1
10440,219,29.48,NULL,,2024-04-01T18:33:00,,0
10441,1015,534.93,GBP,mobile,2024-05-05T16:31:00,None,true
10442,996,,EUR,web,2024-02-19T05:16:00,NEW10,0
10443,270,564.29,,web,2024-05-18T10:58:00,SPRING,
10444,411,668.79,EUR,,2024-01-15T03:59:00,,true
10445,1313,660.17,EUR,mobile,2024-02-28T05:57:00,,
10446,969,242.58,EUR,mobile,2024-02-12T02:52:00,,
10447,1346,644.04,USD,,2024-05-09T19:00:00,None,false
10448,786,36.3,EUR,store,2024-03-23T05:59:00,NEW10,true
10449,380,675.3,,mobile,2024-05-11T10:49:00,None,0
10450,167,130.32,USD,web,2024-02-26T20:53:00,NEW10,
10451,501,99.91,,mobile,2024-03-08T05:55:00,SPRING,true
10452,29,358.35,NULL,store,2024-03-16T12:35:00,None,0
10453,803,5.85,GBP,mobile,2024-02-07T09:57:00,NEW10,
10454,375,440.38,,web,,,
10455,1082,458.56,EUR,web,2024-01-27T17:25:00,,
10456,817,71.26,GBP,web,2024-01-11T06:52:00,None,false
10457,650,373.12,EUR,mobile,2024-02-22T08:28:00,SPRING,
10458,820,304.7,,,2024-01-07T22:08:00,,0
10459,839,417.22,GBP,store,2024-05-16T01:36:00,,false
10460,840,349.78,EUR,web,,None,false
10461,221,,NULL,mobile,,,false
10462,484,353.11,EUR,mobile,2024-02-08T13:24:00,SPRING,1
10463,967,179.72,GBP,,,NEW10,
10464,821,472.96,GBP,,2024-05-07T06:58:00,NEW10,0
10465,1390,649.03,,web,2024-01-29T12:01:00,,
10466,955,302.24,GBP,web,2024-02-07T12:36:00,NEW10,
10467,1484,405.55,EUR,web,2024-01-29T23:19:00,NEW10,1
10468,1310,109.83,GBP,mobile,,SPRING,0
10469,1225,430.28,,web,2024-01-28T09:54:00,,
10470,1324,,NULL,,2024-03-11T23:43:00,,false
10471,507,588.5,,web,2024-03-26T13:06:00,NEW10,0
10472,276,106.42,GBP,mobile,2024-03-12T21:33:00,,0
10473,1160,135.12,NULL,mobile,,SPRING,true
10474,256,578.88,GBP,store,2024-04-17T07:30:00,None,0
10475,378,475.51,USD,web,2024-03-01T03:20:00,NEW10,
10476,229,276.32,USD,,2024-04-26T15:59:00,None,1
10477,1333,665.53,EUR,web,2024-01-27T09:46:00,,false
10478,922,252.59,NULL,,2024-04-27T06:55:00,None,true
10479,559,28.16,,,2024-02-27T15:28:00,,0
10480,1301,216.19,EUR,,2024-01-29T22:10:00,NEW10,
10481,1130,619.98,EUR,,2024-03-29T08:27:00,,
10482,90,,USD,mobile,2024-04-03T07:29:00,,true
10483,79,,GBP,web,,,1
10484,1120,,NULL,store,2024-02-06T15:38:00,SPRING,true
10485,423,21.53,EUR,,2024-03-21T14:56:00,NEW10,true
10486,663,387.77,EUR,,,,1
10487,1286,362.11,GBP,store,2024-02-16T02:38:00,SPRING,true
10488,1160,395.28,GBP,store,2024-02-29T15:19:00,None,
10489,1284,,,mobile,,None,
10490,249,506.48,EUR,store,2024-03-22T09:57:00,None,
10491,301,261.15,EUR,web,2024-05-04T16:15:00,SPRING,true
10492,243,26.04,NULL,store,2024-02-17T15:01:00,,
10493,437,80.87,,,2024-05-10T01:20:00,None,0
10494,523,247.95,NULL,mobile,2024-04-18T09:03:00,,
10495,16,278.43,EUR,mobile,2024-02-20T20:56:00,,false
10496,446,376.6,EUR,mobile,2024-03-01T07:36:00,,0
10497,1173,35.88,GBP,store,2024-02-04T03:15:00,SPRING,0
10498,166,22.33,,store,2024-04-01T11:31:00,,
10499,1427,298.97,GBP,web,2024-01-07T14:41:00,None,0
10500,116,628.95,GBP,store,2024-01-04T18:46:00,NEW10,1
10501,888,496.43,GBP,web,,,1
10502,1011,349.79,USD,,,,true
10503,582,,,mobile,,SPRING,1
10504,586,650.71,USD,mobile,,NEW10,true
10505,12,469.54,,,2024-05-02T06:19:00,NEW10,0
10506,989,165.13,EUR,,2024-02-28T14:36:00,None,
10507,1473,432.16,USD,web,2024-01-31T19:54:00,SPRING,
123|MISMATCH|EXTRA|COLS|HERE|oops
10509,518,532.71,EUR,mobile,2024-02-21T00:59:00,SPRING,1
10510,826,416.7,EUR,store,2024-04-07T17:34:00,None,
10511,1241,459.47,GBP,,,None,false
10512,1122,262.95,EUR,,2024-02-04T01:36:00,None,1
10513,608,567.75,,store,2024-02-14T07:59:00,None,true
10514,1131,453.01,EUR,web,2024-02-29T23:36:00,,true
10515,510,26.85,GBP,store,2024-02-03T09:57:00,NEW10,
10516,501,638.0,GBP,web,2024-01-16T13:42:00,SPRING,
10517,783,219.2,NULL,web,2024-05-05T22:45:00,NEW10,
10518,715,294.56,USD,mobile,2024-01-12T16:25:00,NEW10,false
10519,1378,601.72,GBP,web,2024-04-25T15:33:00,None,true
10520,66,20.09,,store,2024-01-06T22:38:00,,1
10521,255,60.86,,store,2024-03-22T21:23:00,,true
10522,1428,196.5,GBP,web,2024-01-03T16:51:00,,
10523,1338,127.79,GBP,web,2024-04-24T08:47:00,,0
10524,1040,139.3,,mobile,,,0
10525,1201,382.05,NULL,store,2024-05-15T11:18:00,None,1
10526,389,98.84,EUR,mobile,2024-02-29T12:09:00,None,false
10527,74,609.25,USD,,2024-03-08T16:03:00,None,
10528,1248,245.75,GBP,,2024-02-26T19:03:00,,false
10529,690,,,,2024-01-22T08:48:00,,
10530,30,301.91,EUR,web,2024-04-18T11:15:00,NEW10,
10531,493,662.97,USD,mobile,2024-02-22T22:25:00,,1
10532,356,253.9,USD,web,2024-03-17T00:47:00,NEW10,true
10533,70,,USD,mobile,,None,1
10534,869,60.15,USD,store,2024-01-21T15:37:00,,
10535,1236,73.98,NULL,web,2024-05-01T10:21:00,None,0
10536,379,,NULL,web,2024-04-18T12:20:00,None,0
10537,721,339.9,GBP,web,,,false
10538,1063,521.64,GBP,web,2024-04-16T16:14:00,NEW10,false
10539,1461,156.4,,web,2024-04-12T05:26:00,SPRING,
10540,1153,84.7,NULL,,2024-03-30T03:39:00,None,false
10541,929,314.01,GBP,,2024-05-16T02:14:00,SPRING,1
10542,996,307.78,GBP,,2024-03-19T03:18:00,,false
10543,338,292.16,NULL,store,2024-02-26T15:56:00,SPRING,false
10544,197,428.78,EUR,web,2024-05-04T14:30:00,SPRING,true
10545,1028,249.77,,,2024-02-01T01:51:00,None,true
10546,793,479.32,USD,mobile,,,
10547,117,270.71,GBP,mobile,2024-01-13T20:54:00,None,true
10548,189,699.12,,store,,SPRING,1
10549,868,521.8,,store,,SPRING,
10550,199,84.73,GBP,,2024-02-24T20:19:00,,1
10551,858,105.12,,mobile,2024-03-12T12:09:00,SPRING,true
10552,618,104.83,NULL,store,2024-01-15T21:17:00,SPRING,
10553,387,146.03,EUR,,2024-04-23T23:33:00,,1
10554,1363,659.16,,mobile,2024-01-05T08:39:00,,true
10555,272,83.96,NULL,web,2024-03-14T05:03:00,None,true
10556,1265,609.96,EUR,mobile,2024-03-13T07:50:00,NEW10,
10557,509,597.75,NULL,web,2024-03-20T10:46:00,,1
10558,1324,580.78,,mobile,2024-01-28T14:00:00,,false
10559,308,86.2,EUR,,2024-04-09T07:19:00,NEW10,false
10560,1371,294.69,USD,,2024-03-08T15:39:00,NEW10,1
10561,95,316.83,NULL,mobile,2024-02-22T06:34:00,NEW10,1
10562,64,630.13,,web,2024-05-06T10:38:00,None,
10563,206,,NULL,,2024-04-22T22:01:00,None,false
BAD_ROW_WITH_TOO_FEW_COLS
10565,121,630.35,GBP,mobile,,None,
10566,373,538.59,USD,mobile,2024-03-07T21:21:00,SPRING,
10567,950,407.9,NULL,web,2024-03-17T08:19:00,None,true
10568,626,694.49,NULL,web,2024-04-26T08:54:00,SPRING,0
10569,839,429.0,EUR,,2024-01-16T10:12:00,NEW10,true
10570,833,34.27,,web,2024-01-12T03:12:00,SPRING,1
10571,359,430.4,NULL,store,2024-03-18T10:20:00,,
10572,923,453.48,USD,mobile,2024-03-28T18:29:00,NEW10,0
10573,1152,343.0,EUR,,,,
10574,280,19.75,EUR,web,2024-04-23T09:38:00,NEW10,false
10575,1095,,,,2024-02-04T14:02:00,SPRING,1
10576,1391,18.27,USD,,,,
10577,532,,GBP,,2024-01-08T22:00:00,None,
10578,1000,516.44,NULL,web,,,1
10579,589,176.96,EUR,web,2024-02-25T14:41:00,NEW10,1
10580,900,224.91,USD,mobile,2024-04-23T04:48:00,,0
10581,1112,496.83,USD,store,2024-02-23T18:12:00,None,
10582,1100,515.43,NULL,,2024-01-18T03:02:00,,
10583,1168,615.66,EUR,,2024-03-30T05:09:00,,
10584,205,275.72,NULL,store,2024-03-08T23:08:00,NEW10,0
10585,1051,357.72,,mobile,2024-01-26T23:25:00,,
10586,643,67.67,NULL,,2024-04-14T05:37:00,SPRING,false
10587,540,51.48,EUR,mobile,2024-04-13T16:21:00,,true
10588,1401,470.05,GBP,,2024-01-20T20:27:00,,1
10589,1146,641.74,,store,2024-04-14T09:55:00,NEW10,true
10590,1425,,NULL,store,2024-04-25T06:51:00,NEW10,
10591,452,120.85,,mobile,2024-05-07T00:45:00,,
10592,308,59.76,GBP,web,2024-03-28T22:41:00,SPRING,false
10593,1440,101.34,NULL,web,,None,false
10594,1136,,USD,web,,,1
10595,1351,544.48,USD,web,2024-02-07T11:54:00,NEW10,false
10596,577,139.65,NULL,mobile,2024-02-21T00:52:00,NEW10,1
10597,30,108.76,USD,,2024-01-09T16:51:00,SPRING,true
10598,978,98.05,EUR,mobile,,NEW10,true
10599,182,506.12,,store,2024-02-07T06:04:00,,false
10600,806,535.09,GBP,mobile,,None,false
10601,756,,USD,mobile,2024-02-06T06:54:00,None,true
10602,499,,EUR,mobile,2024-02-06T09:19:00,,true
10603,1357,310.17,,,2024-01-19T05:33:00,,
10604,439,270.08,GBP,web,2024-01-21T22:44:00,NEW10,1
10605,1395,268.29,,store,2024-01-27T17:19:00,,1
10606,295,585.15,EUR,store,2024-03-28T20:30:00,,1
10607,76,11.66,,,,,false
10608,400,598.13,NULL,,2024-04-07T05:47:00,SPRING,true
10609,1442,566.82,USD,,2024-01-08T05:04:00,,
123|MISMATCH|EXTRA|COLS|HERE|oops
10611,320,,USD,store,2024-05-18T16:06:00,,false
10612,1068,,NULL,,,,1
10613,1160,261.99,GBP,store,,None,
10614,616,355.02,,,2024-02-14T23:33:00,None,false
10615,1132,658.88,USD,web,2024-03-11T06:41:00,None,
10616,307,196.27,GBP,web,2024-03-14T21:20:00,SPRING,
10617,715,60.73,USD,mobile,2024-05-07T21:31:00,NEW10,1
10618,261,279.0,USD,mobile,2024-04-26T18:23:00,,true
10619,906,436.79,,mobile,2024-02-02T19:36:00,None,0
10620,1155,280.01,EUR,mobile,2024-01-21T11:07:00,,false
10621,1155,232.27,NULL,,2024-02-15T05:09:00,,false
10622,802,467.3,USD,store,2024-03-03T16:31:00,,
10623,1350,294.43,NULL,mobile,2024-01-10T10:51:00,SPRING,
10624,32,536.31,,,2024-02-28T17:48:00,,1
10625,1230,581.93,GBP,,2024-04-27T08:10:00,,
10626,1323,70.05,NULL,store,2024-03-17T07:58:00,NEW10,true
10627,617,615.98,,mobile,2024-02-20T15:26:00,,1
10628,72,365.41,NULL,mobile,2024-03-28T07:09:00,NEW10,
10629,168,56.13,USD,,2024-05-10T08:34:00,None,0
10630,394,641.48,EUR,store,2024-01-16T02:37:00,None,0
10631,318,512.91,,mobile,2024-05-04T06:07:00,,1
,,,
10633,914,416.16,,web,2024-01-30T08:46:00,SPRING,0
10634,306,,NULL,mobile,,,false
10635,1488,,USD,mobile,2024-05-03T22:00:00,SPRING,false
10636,376,658.73,,web,,None,1
10637,373,219.36,EUR,web,2024-03-26T13:32:00,SPRING,true
10638,1386,679.09,USD,,2024-03-31T16:27:00,,
10639,765,171.8,,web,2024-01-31T06:02:00,None,
10640,112,368.01,NULL,web,2024-02-10T00:15:00,SPRING,false
,,,
10642,23,101.17,,mobile,2024-04-12T14:28:00,NEW10,false
10643,449,119.44,USD,mobile,2024-04-25T09:42:00,,
10644,868,552.4,EUR,store,2024-01-08T16:48:00,SPRING,false
10645,180,67.73,EUR,web,2024-03-15T21:09:00,,1
10646,524,621.7,USD,,2024-03-23T03:30:00,,1
10647,1183,338.55,GBP,mobile,2024-01-09T06:42:00,,0
10648,1359,538.63,USD,web,2024-04-30T07:22:00,NEW10,
10649,703,49.36,GBP,store,2024-05-10T19:48:00,,
10650,297,426.66,EUR,web,2024-04-15T12:05:00,NEW10,
10651,1200,399.99,GBP,,,None,true
10652,1247,,NULL,store,2024-03-23T18:33:00,NEW10,
10653,935,,NULL,,2024-04-28T08:25:00,SPRING,
10654,328,190.88,USD,,2024-03-29T07:27:00,,false
10655,1462,,EUR,web,2024-04-11T07:36:00,SPRING,false
10656,1103,90.04,GBP,,2024-01-11T13:14:00,,true
10657,1138,24.42,EUR,web,2024-02-11T02:29:00,None,0
10658,1275,52.49,EUR,store,2024-01-16T03:44:00,NEW10,false
10659,1054,76.05,NULL,store,2024-03-13T13:51:00,None,1
10660,1165,353.49,GBP,mobile,2024-05-13T05:36:00,,
10661,1101,628.67,,store,2024-04-24T09:06:00,,0
10662,342,620.04,NULL,web,2024-03-30T03:45:00,None,false
10663,1178,,NULL,,2024-03-26T08:00:00,NEW10,
10664,860,525.58,USD,mobile,2024-01-02T17:21:00,,
10665,1212,685.1,NULL,web,2024-02-23T11:47:00,SPRING,1
10666,682,198.0,USD,,2024-05-12T06:08:00,None,false
BAD_ROW_WITH_TOO_FEW_COLS
10668,1061,59.6,USD,web,2024-04-08T20:30:00,NEW10,true
10669,400,158.84,NULL,mobile,2024-01-10T12:20:00,None,true
10670,334,,,mobile,2024-03-01T05:36:00,SPRING,0
10671,126,,,mobile,2024-02-22T04:31:00,,
10672,833,60.72,NULL,store,2024-03-25T10:05:00,None,false
10673,1497,488.58,EUR,,,,true
10674,1371,450.45,,mobile,2024-04-04T16:29:00,SPRING,false
10675,594,595.82,,,2024-04-22T17:57:00,None,0
10676,535,,GBP,store,2024-01-03T22:35:00,None,true
10677,880,658.18,,,2024-03-28T14:59:00,NEW10,false
10678,1019,401.3,,mobile,2024-04-12T19:47:00,None,true
10679,1247,338.35,USD,store,2024-01-31T10:38:00,NEW10,1
10680,522,,EUR,mobile,2024-04-26T14:41:00,None,
10681,916,81.0,NULL,store,2024-05-11T08:48:00,,0
10682,1054,645.41,GBP,,2024-02-20T16:43:00,SPRING,true
10683,899,150.58,GBP,,2024-04-02T18:07:00,SPRING,true
10684,25,230.97,USD,,2024-03-18T10:04:00,SPRING,true
10685,395,225.15,NULL,store,2024-01-24T06:25:00,,false
10686,1271,592.98,USD,,2024-04-03T07:16:00,,
10687,378,12.51,,mobile,,SPRING,
10688,510,309.61,GBP,,2024-04-03T19:50:00,SPRING,false
10689,1421,369.19,GBP,web,2024-04-27T21:29:00,NEW10,false
10690,1020,198.71,EUR,,2024-03-03T17:36:00,SPRING,true
10691,1033,584.52,,store,2024-03-09T02:20:00,NEW10,false
10692,972,594.57,NULL,mobile,2024-01-21T07:52:00,,1
10693,1457,13.26,USD,web,2024-04-12T10:23:00,None,0
10694,219,69.56,EUR,mobile,2024-02-14T16:58:00,None,1
10695,594,159.62,GBP,,2024-04-19T00:23:00,None,1
10696,713,16.9,,,2024-03-22T18:26:00,SPRING,
10697,923,591.25,EUR,mobile,2024-04-30T21:46:00,,false
10698,365,180.27,,mobile,2024-01-15T13:11:00,SPRING,
10699,806,495.98,EUR,store,2024-01-26T22:01:00,SPRING,1
10700,514,,USD,web,2024-04-20T11:58:00,SPRING,false
10701,1186,607.74,NULL,web,2024-04-10T19:20:00,,true
10702,322,657.81,GBP,store,2024-04-10T13:32:00,,1
10703,1439,695.39,USD,,2024-02-05T05:57:00,,0
10704,854,656.69,USD,web,2024-01-29T22:16:00,,
10705,28,674.06,EUR,,,None,1
10706,1239,614.38,NULL,web,2024-04-26T18:43:00,,false
10707,900,447.43,USD,mobile,2024-05-10T19:30:00,NEW10,
10708,520,291.78,EUR,mobile,2024-03-10T01:53:00,None,1
10709,688,,EUR,mobile,2024-03-12T04:38:00,None,
10710,750,,NULL,store,2024-03-24T22:17:00,None,
10711,887,,NULL,,2024-03-01T01:57:00,NEW10,true
10712,170,96.41,GBP,store,2024-04-20T02:15:00,SPRING,
10713,172,33.01,GBP,,2024-01-28T21:07:00,SPRING,true
10714,386,210.7,NULL,store,2024-04-13T11:20:00,NEW10,true
10715,1070,535.32,USD,,,NEW10,1
10716,1052,412.17,EUR,web,,,
10717,171,399.52,EUR,web,2024-05-03T16:46:00,NEW10,false
10718,356,699.72,USD,web,,SPRING,1
10719,1445,347.03,EUR,mobile,2024-02-06T16:46:00,,false
10720,662,238.78,NULL,,2024-01-18T21:35:00,None,
10721,524,176.57,NULL,store,2024-02-23T03:01:00,None,0
10722,950,178.21,NULL,web,,None,
10723,1323,,GBP,mobile,,SPRING,
10724,320,28.07,NULL,mobile,2024-03-08T07:08:00,None,1
10725,644,670.67,NULL,,2024-03-12T10:44:00,,
10726,12,203.69,EUR,store,2024-05-12T14:10:00,SPRING,false
10727,616,602.53,USD,,2024-04-07T10:47:00,,
10728,316,273.6,GBP,,2024-01-20T20:52:00,NEW10,false
10729,1452,442.25,GBP,store,2024-01-25T16:42:00,,1
10730,97,365.37,EUR,store,,SPRING,
10731,87,195.85,USD,mobile,2024-01-19T12:08:00,NEW10,
10732,561,192.71,EUR,mobile,2024-03-18T19:35:00,SPRING,
10733,158,341.36,EUR,,2024-02-24T17:09:00,,false
10734,455,611.21,NULL,mobile,2024-05-01T23:49:00,,
10735,520,388.85,,store,,NEW10,1
10736,1205,163.59,,store,2024-03-11T20:12:00,,
10737,986,654.7,NULL,store,,NEW10,1
10738,1224,85.0,GBP,mobile,2024-05-09T21:46:00,None,
10739,685,641.15,NULL,store,2024-04-19T08:46:00,NEW10,false
10740,1013,,NULL,store,2024-01-24T03:45:00,NEW10,
10741,277,194.41,,store,2024-05-15T12:44:00,NEW10,false
10742,979,,GBP,store,2024-02-23T05:22:00,,
10743,782,,GBP,web,2024-01-24T21:10:00,,false
10744,299,29.4,USD,,2024-03-29T09:26:00,NEW10,
10745,1088,138.71,GBP,mobile,,None,false
10746,146,454.85,USD,store,2024-04-17T15:30:00,,false
10747,570,198.83,,,2024-01-17T21:58:00,None,true
10748,109,224.43,USD,web,2024-02-26T14:39:00,,false
10749,244,228.86,GBP,,2024-01-30T07:47:00,NEW10,0
10750,912,400.75,USD,mobile,2024-01-01T05:31:00,NEW10,0
10751,198,,GBP,mobile,2024-02-05T22:53:00,SPRING,1
10752,1314,330.73,,store,,,true
10753,1175,,GBP,store,2024-03-28T08:54:00,None,true
10754,35,101.13,EUR,,2024-01-04T08:58:00,SPRING,true
10755,461,350.48,GBP,mobile,2024-02-10T09:48:00,None,0
10756,1225,195.65,NULL,,,None,1
10757,124,308.88,,,,None,false
10758,181,550.17,NULL,web,,,
10759,377,508.27,USD,store,2024-02-23T05:53:00,,
10760,1138,205.06,NULL,,2024-03-04T22:09:00,SPRING,
10761,1435,693.83,NULL,mobile,2024-03-03T04:40:00,,
10762,1443,102.5,NULL,store,2024-05-17T23:00:00,NEW10,0
10763,638,,,,2024-03-25T02:06:00,None,
10764,56,143.2,,web,,,false
10765,97,383.61,,,2024-01-02T22:14:00,SPRING,1
,,,
10767,1243,623.42,USD,mobile,2024-02-11T04:56:00,SPRING,false
10768,1279,644.6,EUR,mobile,2024-02-23T21:30:00,NEW10,0
10769,201,645.22,EUR,store,2024-03-18T23:43:00,None,
10770,575,350.2,EUR,,2024-04-23T14:17:00,,0
10771,1409,601.6,USD,store,2024-01-22T18:02:00,,
10772,1141,555.26,EUR,web,,,1
10773,285,72.12,GBP,,2024-03-22T17:35:00,NEW10,
10774,294,69.67,GBP,mobile,2024-03-22T11:12:00,SPRING,0
10775,227,486.87,EUR,,2024-01-17T12:05:00,SPRING,
10776,67,,USD,mobile,2024-05-15T04:35:00,SPRING,1
10777,561,264.06,USD,,2024-01-14T15:28:00,,1
10778,464,674.85,USD,,2024-03-28T11:55:00,,1
10779,1110,276.5,EUR,mobile,2024-02-18T08:13:00,,0
"unterminated,quote,here
,,,
10782,781,454.88,GBP,mobile,2024-01-26T13:45:00,,
10783,135,434.42,GBP,,2024-04-28T15:13:00,,0
10784,883,105.46,USD,store,2024-03-28T05:20:00,NEW10,
10785,1166,577.66,NULL,,2024-04-30T03:02:00,,
10786,120,560.44,,,,,0
10787,173,,USD,mobile,2024-02-29T16:43:00,SPRING,
10788,707,372.95,USD,store,2024-05-15T22:48:00,None,true
10789,1414,44.56,,web,2024-05-10T01:50:00,NEW10,
10790,325,242.41,NULL,mobile,2024-03-21T02:25:00,,
10791,609,476.93,GBP,mobile,2024-01-23T05:48:00,,
10792,1155,326.47,NULL,mobile,2024-02-26T09:43:00,None,
10793,1472,,NULL,web,2024-02-27T02:01:00,None,true
10794,148,176.87,GBP,store,2024-05-14T15:54:00,,
10795,651,210.6,USD,mobile,,,
10796,1311,243.75,NULL,,2024-02-20T11:43:00,SPRING,0
10797,1029,403.3,,store,2024-04-20T09:27:00,NEW10,
10798,1007,306.39,EUR,web,2024-03-11T20:36:00,None,
10799,540,499.62,USD,,2024-04-14T15:21:00,,1
10800,293,102.8,GBP,,2024-02-25T07:44:00,,false
10801,1344,663.91,USD,store,2024-03-12T13:40:00,,
10802,1254,446.59,GBP,,,SPRING,1
10803,212,417.38,GBP,mobile,2024-02-11T20:07:00,,0
10804,818,488.14,,mobile,2024-04-03T04:58:00,SPRING,true
10805,466,,NULL,mobile,2024-05-13T03:22:00,,0
10806,227,93.48,GBP,store,2024-04-04T12:49:00,SPRING,1
10807,721,33.75,,web,2024-04-05T01:34:00,None,1
10808,314,283.0,EUR,,2024-04-30T03:13:00,NEW10,
10809,1164,375.59,USD,web,2024-01-11T12:42:00,NEW10,
10810,436,482.58,GBP,store,2024-02-03T08:16:00,None,1
10811,4,517.08,NULL,store,2024-03-29T20:33:00,None,0
10812,749,184.61,EUR,web,2024-04-23T08:56:00,,
10813,981,,NULL,store,2024-03-23T23:49:00,,1
10814,1425,280.9,GBP,web,2024-05-08T23:13:00,SPRING,
10815,73,586.6,EUR,web,2024-01-14T22:34:00,SPRING,true
10816,1162,522.83,GBP,web,2024-03-03T20:38:00,,0
10817,894,88.76,EUR,store,2024-03-13T09:18:00,NEW10,0
10818,922,184.25,NULL,mobile,2024-04-12T08:34:00,SPRING,1
10819,607,681.69,NULL,mobile,2024-03-02T00:53:00,None,1
10820,914,107.38,USD,web,2024-01-04T17:10:00,,0
10821,1211,322.17,GBP,web,,None,true
10822,616,349.39,NULL,mobile,2024-01-26T19:52:00,,0
10823,125,622.73,GBP,mobile,,None,
10824,166,417.14,USD,store,,SPRING,
10825,742,,USD,store,2024-01-31T03:42:00,None,true
10826,556,289.39,NULL,mobile,2024-04-18T15:58:00,None,
10827,86,446.57,NULL,mobile,2024-05-17T11:08:00,None,1
10828,1185,421.79,,web,2024-04-11T02:07:00,,
10829,1369,289.14,EUR,,2024-01-13T00:58:00,,true
10830,509,529.11,NULL,web,2024-01-05T01:33:00,None,1
10831,656,485.87,USD,store,,None,true
10832,351,,NULL,store,2024-05-05T05:18:00,NEW10,
10833,885,367.76,GBP,mobile,2024-03-11T13:26:00,SPRING,
"unterminated,quote,here
10835,452,362.65,USD,store,2024-01-28T02:33:00,,false
10836,1014,203.66,,store,2024-05-02T10:26:00,,true
10837,195,285.46,USD,mobile,2024-04-26T10:24:00,SPRING,false
10838,1474,,GBP,,2024-03-24T13:25:00,,
10839,1356,275.73,USD,,2024-03-11T16:51:00,None,1
10840,1484,,GBP,mobile,2024-03-14T01:10:00,,
10841,984,470.76,,store,2024-05-12T03:05:00,SPRING,0
10842,946,,,mobile,2024-04-03T21:52:00,None,false
10843,835,537.9,USD,store,2024-01-10T22:19:00,,1
10844,584,28.52,,web,,,false
BAD_ROW_WITH_TOO_FEW_COLS
10846,1287,526.05,GBP,store,,None,false
10847,1025,608.77,GBP,mobile,2024-02-10T03:16:00,NEW10,
10848,850,,,web,2024-04-06T16:42:00,NEW10,0
10849,602,680.78,NULL,,2024-05-16T07:33:00,SPRING,
10850,1043,440.35,EUR,mobile,2024-04-05T15:37:00,None,
10851,1202,88.46,NULL,,2024-02-16T09:08:00,None,true
10852,753,228.15,GBP,web,2024-03-20T02:14:00,,0
10853,1056,235.06,USD,,2024-01-25T10:38:00,NEW10,
10854,1030,109.94,USD,mobile,2024-05-02T20:20:00,,
10855,1388,449.02,GBP,web,2024-01-08T05:21:00,,
10856,489,,USD,,2024-03-15T15:48:00,None,1
"unterminated,quote,here
10858,156,593.59,NULL,store,2024-03-21T21:23:00,SPRING,
10859,140,131.5,NULL,store,2024-01-19T06:03:00,None,
10860,741,682.08,NULL,,2024-03-28T10:38:00,None,
10861,765,157.7,USD,web,2024-01-20T15:41:00,None,
10862,367,186.37,,web,2024-02-16T13:59:00,NEW10,false
10863,59,24.35,USD,mobile,2024-04-07T04:27:00,None,false
10864,1451,372.7,USD,,2024-01-20T10:00:00,None,
10865,891,64.97,USD,mobile,2024-03-27T18:07:00,SPRING,
10866,807,310.74,GBP,mobile,2024-03-16T09:27:00,SPRING,1
10867,334,552.31,EUR,web,2024-04-30T21:54:00,SPRING,
10868,788,216.26,GBP,mobile,,SPRING,true
10869,842,236.93,,web,2024-02-26T18:28:00,SPRING,false
10870,137,220.38,USD,web,2024-02-02T15:51:00,None,
10871,228,629.99,GBP,store,2024-01-05T07:53:00,NEW10,
10872,1188,106.71,EUR,mobile,2024-01-15T11:48:00,SPRING,1
10873,1490,611.16,NULL,,2024-04-12T12:00:00,NEW10,1
10874,1465,492.49,EUR,store,2024-04-22T13:15:00,SPRING,0
10875,870,169.84,,mobile,2024-04-04T03:51:00,None,
10876,843,,USD,store,2024-03-15T15:03:00,,0
10877,1230,260.38,EUR,store,2024-04-22T18:49:00,,
10878,39,507.29,EUR,store,2024-03-09T04:43:00,,
10879,1144,51.04,,store,2024-03-29T08:28:00,None,
10880,404,,NULL,web,2024-02-04T16:10:00,,
10881,504,371.31,EUR,,,,0
10882,1386,556.52,USD,,2024-02-11T18:52:00,,true
10883,205,535.07,GBP,web,2024-03-11T04:51:00,NEW10,
10884,1394,345.06,GBP,mobile,2024-01-02T20:29:00,NEW10,1
10885,934,,GBP,mobile,,SPRING,1
10886,1077,581.54,,store,2024-05-15T14:08:00,NEW10,1
10887,1232,190.26,USD,store,2024-02-11T20:22:00,,0
10888,317,341.7,NULL,store,2024-04-27T10:41:00,,false
10889,586,267.59,GBP,store,2024-03-27T18:56:00,,0
10890,1399,76.3,EUR,mobile,,SPRING,1
10891,416,61.39,GBP,store,2024-05-01T08:22:00,None,
10892,767,,GBP,web,,NEW10,1
10893,1217,568.53,,web,2024-04-04T18:16:00,NEW10,true
