id	user_id	price_usd	tax	final_amount	payment_type
"unterminated,quote,here
30683	1251		22.46	343.32	
30684	1031	171.44	12.0	183.44	
30685	528	541.69	37.92	579.61	card
30686	28		35.95	549.49	cash
30687	1472	779.87	54.59	834.46	card
30688	434	798.76	55.91	854.67	
30689	1413	868.2		928.97	paypal
30690	321	288.8	20.22	309.02	paypal
30691	44	458.44	32.09	490.53	cash
30692	1133	106.37	7.45	113.82000000000001	
30693	912	260.67	18.25	278.92	cash
30694	233	695.79	48.71	744.5	paypal
30695	756	22.72	1.59		paypal
30696	206	616.16	43.13	659.29	paypal
30697	628	627.19	43.9	671.09	paypal
30698	1007	473.27	33.13		card
30699	1346	328.22	22.98	351.20000000000005	
30700	592		35.42	541.4499999999999	
30701	1137	855.57	59.89	915.46	paypal
30702	473		11.39	174.14999999999998	
30703	425	171.97		184.01	paypal
30704	1327	48.59		51.99	
30705	526	464.24	32.5	496.74	
30706	1070	897.15	62.8		paypal
30707	208	599.52	41.97	641.49	paypal
30708	271	6.46		6.91	
30709	1097	60.09	4.21	64.3	
30710	1118		39.21	599.33	card
30711	1434	397.26	27.81	425.07	paypal
30712	1158	613.05	42.91	655.9599999999999	cash
30713	1303	128.07	8.96		cash
30714	906	491.2	34.38		cash
30715	1496			237.3	
30716	861	894.43	62.61	957.04	cash
30717	716	808.56	56.6	865.16	
30718	1072		50.96		cash
30719	1005	625.69	43.8	669.49	cash
30720	757	511.46	35.8		
30721	432		61.31	937.0999999999999	
30722	397	382.92		409.72	cash
30723	174		56.81	868.4300000000001	cash
30724	151	849.21		908.6500000000001	
30725	669	328.84	23.02	351.85999999999996	
30726	92	571.31	39.99	611.3	cash
30727	1444	543.62	38.05	581.67	
30728	1416	797.53		853.36	card
30729	307	498.02	34.86	532.88	paypal
30730	60	487.91	34.15	522.0600000000001	
30731	647			304.92	paypal
30732	61	504.62	35.32	539.94	cash
30733	1198	776.68	54.37	831.05	
30734	218	782.77	54.79	837.56	paypal
30735	347	348.11	24.37	372.48	
30736	79	38.0		40.66	cash
30737	1139	629.33	44.05	673.38	paypal
30738	284	842.27	58.96	901.23	
30739	274	236.01	16.52	252.53	paypal
30740	383	337.94	23.66	361.6	
30741	237	501.43	35.1	536.53	
30742	127	128.41	8.99	137.4	card
30743	315		27.66	422.8	
30744	1085	321.06	22.47	343.53	card
30745	155	475.81	33.31	509.12	card
30746	1209	303.36	21.24	324.6	paypal
30747	790	30.86	2.16	33.019999999999996	cash
30748	1323	711.69		761.5100000000001	card
30749	1030	$475.43			
30750	1352	574.55	40.22	614.77	card
30751	228	402.89	28.2	431.09	card
30752	79		42.65	651.93	
30753	552	743.56	52.05		card
30754	222	169.19	11.84	181.03	
30755	1422		16.78		
30756	190	688.88	48.22	737.1	cash
30757	596		36.56	558.8199999999999	
30758	1337	895.42	62.68	958.0999999999999	
30759	41		7.09	108.33	cash
30760	94	247.17	17.3	264.46999999999997	card
30761	1298	637.64		682.27	
30762	131	535.91	37.51	573.42	
30763	167	682.63	47.78	730.41	card
30764	1203	809.32	56.65	865.97	card
30765	1315		54.17		paypal
30766	990		13.63	208.39	
30767	490	70.13		75.03999999999999	
30768	272	826.7		884.57	
30769	56	376.65	26.37	403.02	paypal
30770	1093	327.96		350.91999999999996	card
30771	580	770.11	53.91	824.02	paypal
30772	1469	46.32	3.24		cash
30773	65	895.16		957.8199999999999	
30774	1448	787.94	55.16		
30775	903	393.33	27.53	420.86	card
30776	972	$55.15	3.86	59.01	card
30777	94	10.71		11.46	paypal
,,,
30779	33	528.18	36.97	565.15	
30780	1299	513.81	35.97	549.78	paypal
30781	649	707.6		757.13	cash
30782	1332	865.21	60.56	925.77	
30783	1095	155.39	10.88	166.26999999999998	cash
BAD_ROW_WITH_TOO_FEW_COLS
30785	262	682.58		730.36	cash
30786	338	555.36	38.88	594.24	card
30787	64	864.6	60.52	925.12	card
30788	779		9.48	144.88	card
30789	1066	745.0	52.15	797.15	card
30790	391	701.1	49.08	750.1800000000001	
30791	635	749.34	52.45	801.7900000000001	cash
30792	561	666.1	46.63	712.73	card
30793	29	276.68	19.37	296.05	
30794	414		32.8	501.38	cash
30795	345	123.43	8.64	132.07	
BAD_ROW_WITH_TOO_FEW_COLS
30797	1306	761.64	53.31	814.95	card
30798	55	348.45		372.84	paypal
30799	775	828.74	58.01	886.75	paypal
30800	458	319.07	22.33	341.4	cash
30801	643	789.59		844.86	
30802	769	377.75	26.44	404.19	paypal
30803	79	614.52	43.02	657.54	
30804	384	740.41	51.83	792.24	cash
30805	1438	150.13		160.64	
30806	426	234.91	16.44	251.35	cash
30807	341	173.15	12.12	185.27	
30808	128	605.39	42.38	647.77	cash
30809	1138	$450.7	31.55	482.25	cash
30810	1059	155.76			paypal
30811	306	519.16	36.34	555.5	
30812	1313	785.96	55.02	840.98	
30813	488	598.32	41.88		cash
30814	362	673.93	47.18	721.1099999999999	cash
30815	902	443.27	31.03	474.29999999999995	
30816	824	133.29		142.62	
30817	1463			169.97	cash
30818	747	767.98		821.74	
30819	660	864.1		924.59	card
30820	50		12.84	196.22	cash
30821	1383	97.43	6.82	104.25	paypal
30822	1412	865.5	60.59	926.09	paypal
30823	1054	197.26	13.81	211.07	card
30824	177		58.92	900.65	cash
BAD_ROW_WITH_TOO_FEW_COLS
30826	1328	730.24	51.12	781.36	
30827	258	238.45	16.69	255.14	
30828	126	307.65	21.54	329.19	cash
30829	1007	461.47	32.3	493.77000000000004	
30830	269	768.07	53.76	821.83	
30831	5	152.47	10.67	163.14	paypal
30832	1270	643.09	45.02	688.11	paypal
30833	1361	92.37	6.47	98.84	cash
30834	916	227.9	15.95		card
30835	31	419.45	29.36	448.81	card
30836	1321	308.17	21.57	329.74	card
30837	602	880.08		941.69	
30838	202	298.41	20.89	319.3	cash
30839	626	$394.98	27.65		paypal
123|MISMATCH|EXTRA|COLS|HERE|oops
30841	123	665.24	46.57		cash
30842	512	261.57	18.31	279.88	cash
30843	260	830.08	58.11	888.19	
30844	230	$704.85	49.34	754.19	cash
30845	1109	8.04			cash
30846	575	895.88	62.71	958.59	cash
30847	1165	843.51			cash
30848	307	5.04	0.35	5.39	
30849	185	427.38	29.92	457.3	
30850	785	556.57	38.96	595.5300000000001	paypal
30851	677	175.04	12.25	187.29	
30852	144	740.22	51.82	792.0400000000001	paypal
30853	253		16.86	257.78	paypal
30854	291	536.75	37.57		cash
30855	717	445.12		476.28000000000003	paypal
30856	372	641.47	44.9	686.37	
30857	712	182.33	12.76	195.09	cash
30858	90	524.44	36.71	561.1500000000001	paypal
30859	507	554.5	38.82	593.32	card
30860	1242	402.02	28.14	430.15999999999997	paypal
30861	112	395.55	27.69	423.24	cash
30862	261	402.83	28.2	431.03	cash
30863	553	246.97	17.29	264.26	paypal
30864	338	887.26		949.37	
30865	1233	81.23	5.69	86.92	cash
30866	1253	124.24	8.7	132.94	cash
30867	254		39.11	597.76	
30868	1302	220.0		235.4	paypal
30869	352	705.52			
30870	481			425.74	paypal
30871	1349	$738.68	51.71	790.39	paypal
30872	885	784.94	54.95	839.8900000000001	
30873	870		0.95		
30874	1161	654.62	45.82	700.44	paypal
30875	1437		28.05		
30876	820	461.9	32.33	494.22999999999996	cash
30877	918	350.09	24.51	374.59999999999997	
30878	153	174.79	12.24		
30879	1038	169.92	11.89	181.81	paypal
,,,
30881	584	360.36	25.23	385.59000000000003	
30882	274	319.07			
30883	553	398.34	27.88	426.21999999999997	
30884	41			6.41	cash
30885	559	632.63	44.28	676.91	paypal
30886	37		38.36	586.42	cash
30887	64	27.65	1.94	29.59	paypal
30888	1177		24.89	380.43	card
30889	1174	397.58	27.83	425.40999999999997	card
30890	702	88.19	6.17		paypal
30891	412	284.46		304.37	
30892	1105		17.01	260.02	
30893	1416	195.33	13.67	209.0	
30894	164	256.49	17.95	274.44	
30895	769	$650.31	45.52	695.8299999999999	paypal
30896	540	299.82	20.99	320.81	cash
30897	1294	799.12	55.94	855.06	
30898	1047	435.43		465.91	
30899	80	751.2	52.58	803.7800000000001	card
30900	1224		50.47	771.52	
30901	385	624.38	43.71	668.09	card
30902	337	222.24		237.8	
30903	70	275.39	19.28		
30904	437	870.26	60.92	931.18	
30905	304	$817.3			
30906	985	473.22	33.13	506.35	card
"unterminated,quote,here
30908	159	897.23	62.81	960.04	card
30909	1272	395.07	27.65	422.71999999999997	paypal
30910	75	640.04	44.8	684.8399999999999	card
30911	1465		11.53	176.26	paypal
30912	1299	$40.94	2.87	43.809999999999995	card
30913	1436	$533.62	37.35	570.97	
30914	494		12.95	197.97	cash
30915	1096			223.14	
30916	162	444.71	31.13	475.84	
30917	90	669.4	46.86	716.26	card
30918	584	843.89	59.07	902.96	
30919	977	742.18	51.95	794.13	paypal
30920	1025	457.94	32.06	490.0	cash
30921	1361	$546.49	38.25	584.74	paypal
30922	522	586.99	41.09	628.08	
30923	1068		9.35	142.95	card
30924	463	7.63	0.53		cash
30925	600		36.79	562.3199999999999	
30926	185		39.32	601.0	
30927	646		41.86	639.92	
30928	933	159.09	11.14	170.23000000000002	paypal
30929	91	319.05	22.33	341.38	cash
30930	1332	208.27	14.58	222.85000000000002	card
30931	1321	64.19	4.49	68.67999999999999	paypal
30932	1086	252.89	17.7	270.59	
30933	911	81.58	5.71	87.28999999999999	
30934	1432	868.49	60.79	929.28	card
30935	185		47.06	719.28	paypal
30936	985		20.55	314.15000000000003	
30937	473	$531.57			paypal
30938	280	215.3	15.07	230.37	
30939	560	161.75	11.32	173.07	card
30940	808		48.71	744.5600000000001	paypal
30941	1445	314.16	21.99	336.15000000000003	
30942	544	841.67	58.92	900.5899999999999	
30943	336	$545.12	38.16	583.28	card
30944	1205	650.1	45.51	695.61	
30945	322	149.08	10.44		card
30946	250	109.06	7.63	116.69	paypal
30947	600	452.66	31.69	484.35	card
30948	1411		12.08	184.63000000000002	card
30949	1147	879.75	61.58	941.33	paypal
30950	297	222.5	15.58	238.08	card
30951	1040	520.84	36.46	557.3000000000001	card
30952	953	454.24	31.8	486.04	cash
30953	887	320.7	22.45	343.15	
30954	154	539.23	37.75	576.98	cash
30955	1357	481.8	33.73	515.53	cash
30956	189	393.56	27.55	421.11	card
30957	705	374.74	26.23	400.97	cash
30958	200	545.38	38.18	583.56	card
30959	1105	59.06	4.13		paypal
30960	1300	634.81	44.44	679.25	paypal
30961	113	688.64	48.2	736.84	cash
30962	221	493.17			paypal
30963	802	796.83	55.78	852.61	
30964	159	866.89	60.68	927.5699999999999	
30965	1093	453.74	31.76	485.5	card
30966	32	416.04	29.12	445.16	
30967	1253		39.36	601.69	cash
30968	288		58.71	897.46	
30969	827	696.18	48.73	744.91	paypal
30970	407	376.36	26.35		cash
30971	811		49.65	758.93	
30972	1481	126.77		135.64	paypal
30973	172	721.77		772.29	
30974	468	728.62	51.0	779.62	paypal
30975	35	222.79	15.6	238.39	
30976	324	78.89			
30977	882		34.62	529.24	card
30978	971	125.11	8.76	133.87	
30979	1129	$511.85		547.6800000000001	paypal
30980	1482	825.88		883.69	
30981	509	233.37	16.34		paypal
30982	758		23.18	354.34000000000003	paypal
30983	655	404.94	28.35	433.29	paypal
30984	320	710.62	49.74	760.36	card
30985	846	353.82	24.77	378.59	
30986	1244	668.12	46.77	714.89	card
30987	237	623.99	43.68	667.67	cash
30988	910		51.09	780.95	card
30989	389	19.09	1.34		
30990	708	564.16	39.49	603.65	
30991	949	723.06	50.61	773.67	
30992	134	444.56		475.68	paypal
30993	443	848.72	59.41	908.13	
30994	725	78.33	5.48	83.81	card
30995	594			66.96	
30996	254		16.23	248.14	paypal
30997	1417	73.04	5.11	78.15	
30998	44	660.67		706.92	paypal
30999	1343		30.68	468.97	
31000	747	349.94	24.5	374.44	card
31001	153	396.82	27.78	424.6	cash
31002	1422	632.25	44.26	676.51	paypal
31003	1201	$279.11	19.54	298.65000000000003	
31004	227	205.7		220.1	cash
31005	159	562.46		601.83	
31006	1359		20.3	310.24	cash
31007	734	$523.87	36.67	560.54	
31008	1491	453.51	31.75	485.26	paypal
31009	1354	283.67	19.86	303.53000000000003	paypal
31010	291	687.76	48.14	735.9	cash
31011	504	876.43	61.35	937.78	card
31012	834	46.31	3.24	49.550000000000004	
31013	695	629.33	44.05	673.38	paypal
31014	1474	92.71	6.49	99.19999999999999	card
31015	213	683.33	47.83	731.1600000000001	paypal
31016	6	300.15	21.01	321.15999999999997	card
31017	334	90.08	6.31	96.39	
31018	1460	440.33	30.82	471.15	paypal
31019	38		44.27	676.64	
31020	1010	730.71	51.15	781.86	
31021	761	694.11	48.59	742.7	cash
31022	939		9.84	150.35	cash
31023	1366	823.14		880.76	card
31024	715		41.55		
31025	632	332.85	23.3	356.15000000000003	paypal
31026	1168		31.65	483.82	
31027	696	452.96	31.71	484.66999999999996	cash
31028	865	577.18	40.4	617.5799999999999	cash
31029	217	727.42	50.92	778.3399999999999	paypal
31030	1124	87.93	6.16	94.09	
31031	56		21.45	327.87	card
31032	969	147.92		158.26999999999998	
31033	596	395.41	27.68	423.09000000000003	
31034	705	836.71	58.57	895.2800000000001	
31035	1322	99.05	6.93	105.97999999999999	
31036	1298	430.49	30.13		cash
31037	1089	710.76		760.51	cash
31038	1415	117.01	8.19	125.2	
31039	1065	285.26	19.97	305.23	paypal
31040	1189	673.09	47.12		
31041	808	41.08	2.88		card
31042	813	239.14	16.74	255.88	
31043	1072	420.18	29.41	449.59000000000003	
31044	624		45.99		
31045	1114		55.58	849.5200000000001	card
31046	255		44.57	681.2700000000001	
31047	343	855.76	59.9	915.66	
31048	721	844.43	59.11	903.54	card
31049	1224	197.55		211.38000000000002	paypal
31050	1384	545.06		583.2099999999999	
31051	662	216.77		231.94	cash
31052	15	286.89	20.08	306.96999999999997	card
31053	1287	263.96	18.48		
31054	1103	549.73	38.48		card
31055	1202	368.01	25.76	393.77	cash
31056	1286	51.39	3.6		
31057	1035	97.16		103.96	card
31058	143	193.7		207.26	
31059	1411	$254.9	17.84	272.74	paypal
31060	988	7.12	0.5	7.62	paypal
31061	1427	251.35	17.59	268.94	card
31062	584	830.51	58.14	888.65	cash
31063	1243	334.74	23.43	358.17	cash
31064	1195	268.93		287.76	card
31065	129		16.61	253.83999999999997	
31066	563	371.06	25.97	397.03	
31067	897	160.4	11.23	171.63	card
31068	757		10.6	161.98999999999998	
31069	1411	447.83	31.35	479.18	
31070	1410	296.64	20.76	317.4	
31071	1242	530.66		567.81	cash
"unterminated,quote,here
31073	513	549.55	38.47	588.02	card
31074	791	571.72	40.02	611.74	paypal
31075	1022	624.08	43.69		
31076	1274	338.55	23.7	362.25	
31077	717	645.29	45.17	690.4599999999999	
31078	1147	877.41	61.42	938.8299999999999	cash
31079	341	564.52	39.52	604.04	cash
31080	947	486.18	34.03	520.21	
31081	429	676.62	47.36	723.98	
31082	907	478.6	33.5	512.1	paypal
31083	995	251.96	17.64	269.6	
31084	705		51.77	791.3299999999999	
31085	602		12.81	195.8	paypal
31086	554	78.14	5.47		paypal
31087	255	804.82	56.34		
31088	1365	627.63	43.93	671.56	cash
31089	1353	294.87	20.64	315.51	
31090	258	711.54	49.81	761.3499999999999	
31091	345	683.31	47.83	731.14	
31092	26	794.44	55.61		
31093	503	357.03	24.99	382.02	paypal
31094	1362	112.7	7.89		paypal
31095	313	405.84	28.41	434.25	
31096	997	221.25	15.49	236.74	
31097	864	126.33	8.84		paypal
31098	1499	129.64	9.07	138.70999999999998	
31099	444	183.87			paypal
31100	1099	671.36	47.0	718.36	paypal
31101	117		13.63		
31102	207	558.14	39.07	597.21	cash
31103	1019	788.8	55.22		cash
31104	1	294.01	20.58	314.59	paypal
31105	1097	201.01	14.07	215.07999999999998	paypal
31106	678	559.28	39.15	598.43	
31107	1113	647.83	45.35	693.1800000000001	cash
31108	789	428.04	29.96	458.0	paypal
31109	73	66.98	4.69	71.67	
31110	1442	154.56	10.82		card
31111	740	335.48		358.96000000000004	card
31112	1210	509.48	35.66	545.14	
31113	980	424.37	29.71	454.08	paypal
31114	791		2.63		cash
31115	409	350.35	24.52	374.87	
31116	838		50.15	766.61	
31117	323	740.09	51.81	791.9000000000001	card
31118	596	303.96	21.28	325.24	
31119	630		51.89	793.21	cash
31120	710	499.74	34.98	534.72	
31121	762			730.0	card
BAD_ROW_WITH_TOO_FEW_COLS
,,,
31124	158	854.42	59.81	914.23	cash
31125	559	790.65	55.35		cash
31126	1175	609.28	42.65	651.93	
31127	1388	812.3	56.86	869.16	
31128	968	539.53	37.77	577.3	
31129	874	446.09	31.23	477.32	
31130	1110	363.89	25.47	389.36	paypal
31131	886	274.66	19.23	293.89000000000004	card
31132	1145		24.24		card
31133	1105		30.82		cash
31134	553		23.81	363.92	cash
31135	124	458.92	32.12	491.04	paypal
31136	1264	338.69	23.71	362.4	paypal
31137	1448	141.48	9.9	151.38	card
31138	359	848.33	59.38	907.71	paypal
31139	652	560.97	39.27	600.24	
31140	1300	524.58	36.72	561.3000000000001	paypal
31141	637	451.62	31.61		
BAD_ROW_WITH_TOO_FEW_COLS
31143	132	210.55	14.74	225.29000000000002	cash
31144	1145	852.72	59.69	912.4100000000001	
31145	1109	75.66	5.3	80.96	
31146	811	328.67		351.68	
31147	573	641.51	44.91	686.42	card
31148	802	694.57	48.62	743.19	card
31149	1374		26.87	410.75	card
31150	17	813.91		870.88	paypal
31151	1085	387.41	27.12		
31152	147	103.07	7.21	110.27999999999999	card
31153	1279	722.05	50.54	772.5899999999999	cash
31154	219	11.82	0.83	12.65	card
31155	295	827.77	57.94	885.71	
31156	772	864.32		924.82	
31157	1361	820.01	57.4	877.41	cash
31158	476	682.68	47.79	730.4699999999999	
31159	1470		31.09	475.21	paypal
31160	1024	731.74	51.22	782.96	cash
31161	337	557.83		596.88	card
31162	1477	725.97	50.82	776.7900000000001	paypal
31163	534	288.37	20.19		
31164	1168		55.86	853.87	paypal
31165	542	162.95	11.41	174.35999999999999	cash
31166	638	398.46	27.89		paypal
31167	518	777.2	54.4	831.6	paypal
31168	1013		8.55	130.76	cash
31169	527	87.67	6.14	93.81	
31170	790		43.73	668.5	
31171	1125	744.82	52.14	796.96	paypal
31172	985	448.0	31.36	479.36	card
31173	1332	222.34	15.56	237.9	cash
31174	567	813.43	56.94	870.3699999999999	cash
31175	305	37.47	2.62	40.089999999999996	
31176	919	102.82	7.2		cash
31177	819				
31178	77	595.25	41.67	636.92	cash
31179	412	103.12	7.22	110.34	
31180	54	533.65	37.36		paypal
31181	1244	$431.7	30.22	461.91999999999996	
31182	1269	678.21			card
31183	907	487.44	34.12	521.56	
"unterminated,quote,here
31185	806	786.58	55.06	841.6400000000001	paypal
31186	1477	624.83	43.74	668.57	card
31187	1058		12.2		paypal
31188	1125	495.77	34.7	530.47	
31189	189	639.65		684.43	
31190	76			416.22	paypal
31191	1143	815.38	57.08	872.46	
31192	1487	227.59	15.93	243.52	paypal
31193	226	16.78	1.17	17.950000000000003	
31194	422	578.7	40.51	619.21	card
31195	731	108.37	7.59		
31196	369	125.72	8.8		
31197	1185			247.24	paypal
31198	1299		3.81	58.230000000000004	paypal
31199	124	176.98	12.39	189.37	
31200	1429	483.93	33.88	517.8100000000001	cash
31201	1094	625.86	43.81		cash
31202	329	227.94		243.9	cash
31203	1142	523.85	36.67	560.52	
31204	589	823.76	57.66		card
31205	409		43.92	671.3299999999999	
31206	282	642.35	44.96	687.3100000000001	card
31207	454	593.2	41.52		card
31208	255	73.13	5.12		
31209	185	500.22	35.02	535.24	card
31210	365			879.65	paypal
31211	1065	838.3	58.68	896.9799999999999	cash
31212	1181	$687.72	48.14	735.86	paypal
31213	1167	728.8			card
31214	365	419.92	29.39		
31215	760	722.89		773.49	paypal
31216	432		5.4		paypal
31217	199	397.85	27.85	425.70000000000005	cash
31218	1305	116.95	8.19	125.14	card
31219	488	813.21	56.92	870.13	paypal
31220	992	409.34	28.65	437.98999999999995	card
31221	1389	76.04	5.32	81.36000000000001	cash
31222	759		51.12	781.42	paypal
31223	41		12.02	183.77	paypal
31224	410	450.42	31.53		
31225	1229	212.77	14.89	227.66000000000003	
31226	623	167.16	11.7	178.85999999999999	
31227	155	470.88			
31228	1069	808.27	56.58	864.85	cash
31229	182	754.13	52.79	806.92	
31230	643	578.02	40.46	618.48	card
31231	98	$686.98	48.09	735.07	
31232	878	262.06	18.34	280.4	card
31233	1188	292.01	20.44	312.45	card
31234	1331	596.96	41.79	638.75	cash
31235	1342	531.25	37.19	568.44	
31236	1267		17.9	273.64	cash
123|MISMATCH|EXTRA|COLS|HERE|oops
31238	559		62.02	948.05	cash
31239	342	515.32	36.07		paypal
31240	72	282.62	19.78	302.4	card
31241	856		24.49	374.41	
31242	923	662.15	46.35	708.5	paypal
31243	794	305.34	21.37	326.71	
31244	658	380.15	26.61	406.76	cash
31245	122	118.34	8.28	126.62	
31246	1271	302.73	21.19	323.92	card
31247	440	439.82	30.79	470.61	card
31248	49	749.39		801.85	card
31249	811		55.26	844.65	cash
31250	782	490.85	34.36	525.21	card
31251	544	798.25	55.88	854.13	cash
31252	516		25.24		card
31253	413	336.62	23.56	360.18	
31254	766	314.48	22.01	336.49	cash
31255	1425	479.28	33.55	512.8299999999999	cash
31256	418	721.43		771.93	
31257	52	228.4	15.99	244.39000000000001	cash
31258	618	483.36	33.84	517.2	
31259	594	206.35	14.44	220.79	paypal
31260	231	788.16	55.17	843.3299999999999	
31261	450	752.55	52.68		
31262	1073	11.81	0.83		paypal
31263	190	99.29	6.95	106.24000000000001	card
31264	214	683.71	47.86	731.57	card
31265	1236		62.19	950.6600000000001	cash
31266	753	20.0	1.4	21.4	paypal
31267	1230	762.69	53.39	816.08	paypal
31268	868	96.32	6.74	103.05999999999999	cash
31269	1075	269.32	18.85	288.17	
31270	536		16.61		
31271	492	765.09	53.56	818.6500000000001	paypal
31272	860	73.14	5.12	78.26	cash
31273	997		51.34	784.75	paypal
31274	997	$284.48	19.91	304.39000000000004	paypal
31275	1444	650.49	45.53	696.02	paypal
31276	1041	99.38	6.96	106.33999999999999	card
31277	1105	694.47			
31278	579		51.79	791.5899999999999	cash
31279	13	792.92	55.5	848.42	paypal
31280	1213	477.78	33.44	511.21999999999997	cash
31281	311	415.29		444.36	cash
31282	807	$467.36	32.72	500.08000000000004	
31283	109	255.91	17.91	273.82	cash
31284	1481	521.77	36.52		
31285	604	176.63		188.99	
31286	1445	524.48	36.71		cash
31287	1073	131.47	9.2	140.67	
31288	601	321.88	22.53	344.40999999999997	card
31289	475	125.01		133.76	paypal
31290	246	576.03	40.32	616.35	card
31291	410	212.05	14.84	226.89000000000001	
31292	555	12.27	0.86	13.129999999999999	cash
31293	384	453.67	31.76	485.43	card
31294	636	196.31	13.74	210.05	paypal
31295	1396	330.46	23.13	353.59	card
31296	1288	698.01	48.86	746.87	
31297	1429	840.84			
31298	1275	345.64	24.19	369.83	
31299	312	820.92	57.46	878.38	cash
31300	672	535.67	37.5	573.17	cash
31301	80	17.5	1.23	18.73	card
31302	104	86.42		92.47	card
31303	630	90.63	6.34	96.97	
31304	215		62.08	948.9300000000001	
31305	893	688.25	48.18	736.43	cash
31306	647	283.11	19.82	302.93	
31307	1319	709.64	49.67	759.31	paypal
31308	1424	473.04	33.11	506.15000000000003	card
31309	96	292.12	20.45	312.57	
31310	528	$174.49	12.21	186.70000000000002	paypal
31311	74		21.39	327.01	card
31312	27	519.19	36.34	555.5300000000001	paypal
31313	721	63.82	4.47	68.29	
31314	104	498.37	34.89	533.26	paypal
31315	83	145.53		155.72	paypal
31316	683		2.61	39.96	
31317	200	558.85	39.12	597.97	card
31318	299	880.67	61.65	942.3199999999999	paypal
31319	395	387.76		414.9	cash
31320	1480			933.31	paypal
31321	677	478.91		512.4300000000001	cash
31322	1127	797.02	55.79	852.81	
31323	63	51.71	3.62	55.33	cash
31324	654	426.17	29.83	456.0	paypal
31325	648			750.2	
31326	628	186.19		199.22	card
31327	211	654.87	45.84	700.71	cash
31328	1416	786.77	55.07	841.84	card
31329	194	706.32	49.44	755.76	
31330	546	542.98	38.01		cash
31331	425	62.72	4.39	67.11	cash
31332	897	782.0	54.74	836.74	paypal
31333	565	650.41	45.53	695.9399999999999	
31334	775	735.81	51.51	787.3199999999999	cash
31335	116	546.65	38.27	584.92	
31336	829	695.62	48.69	744.31	card
31337	1008	106.37			cash
31338	81		32.23	492.67	cash
31339	549	189.88	13.29	203.17	card
31340	1121	7.79	0.55	8.34	
31341	452		60.82	929.73	
31342	1359		35.6	544.11	
31343	1224	678.17	47.47	725.64	
31344	525	466.9	32.68	499.58	
31345	1415	786.4	55.05	841.4499999999999	
31346	626	793.81	55.57	849.38	paypal
31347	1		44.81	685.0	
31348	454	660.38	46.23	706.61	paypal
31349	1415	663.53	46.45	709.98	
31350	682	411.77	28.82	440.59	cash
31351	1191	169.6	11.87	181.47	cash
31352	1130		38.15	583.17	
31353	1383	820.64	57.44		
31354	962	336.69	23.57	360.26	card
31355	323	834.82	58.44	893.26	cash
31356	1356	155.48	10.88	166.35999999999999	paypal
31357	329	452.04	31.64	483.68	
31358	676	416.99	29.19	446.18	cash
31359	1123	603.09	42.22		
31360	236	50.3	3.52	53.82	paypal
31361	279	633.5	44.35	677.85	
31362	1093	23.26	1.63	24.89	paypal
31363	1114	391.37	27.4	418.77	card
31364	439	648.95		694.38	card
31365	335	676.94	47.39	724.33	paypal
31366	779	186.67		199.73999999999998	
31367	943	689.33	48.25	737.58	paypal
31368	669	475.48	33.28	508.76	paypal
31369	1416	396.71	27.77	424.47999999999996	
31370	1374	361.36	25.3	386.66	cash
BAD_ROW_WITH_TOO_FEW_COLS
31372	1406	128.09	8.97	137.06	
31373	66	$587.98	41.16	629.14	
31374	525		18.87	288.45	
31375	1140	249.86	17.49	267.35	card
31376	473	649.66	45.48		
31377	1237	409.28		437.92999999999995	paypal
31378	679	350.13	24.51	374.64	paypal
31379	227	561.96	39.34	601.3000000000001	
31380	638	532.87		570.17	paypal
31381	427		14.84	226.82	cash
31382	1458	245.07	17.15	262.21999999999997	cash
31383	691	456.02	31.92	487.94	
31384	31	673.48	47.14	720.62	paypal
31385	548	$254.1	17.79	271.89	cash
31386	321	623.85	43.67	667.52	card
31387	841	246.89	17.28	264.16999999999996	
31388	1111		12.7	194.06	paypal
31389	200	430.98	30.17	461.15000000000003	cash
31390	339	410.92	28.76	439.68	cash
31391	85	532.33	37.26		
31392	561	190.32	13.32	203.64	card
31393	1423	596.46	41.75	638.21	
31394	1064	139.9		149.69	cash
31395	1185	159.69		170.87	
31396	896		28.73	439.22	
31397	1231	68.91			paypal
31398	1065	436.86		467.44	
31399	1296	$491.91		526.34	
31400	264		54.98	840.35	
123|MISMATCH|EXTRA|COLS|HERE|oops
31402	54	239.42		256.18	paypal
31403	937	392.96	27.51	420.46999999999997	
31404	1269		26.91	411.33000000000004	cash
31405	28		3.95	60.42	paypal
31406	1091		48.66	743.75	card
31407	566	193.68	13.56	207.24	cash
31408	438	339.07		362.8	
31409	1221	282.05		301.79	paypal
31410	445	93.82	6.57	100.38999999999999	cash
31411	1092	600.62	42.04		cash
31412	1050	329.8	23.09	352.89	
31413	523	181.19	12.68		card
31414	87	646.79	45.28		card
31415	891	133.17	9.32	142.48999999999998	cash
31416	905	833.27	58.33	891.6	paypal
31417	877	69.21		74.05	
31418	909	510.41	35.73	546.14	card
31419	1075	165.03	11.55	176.58	
31420	685	784.01	54.88		
31421	1223	260.74	18.25	278.99	
31422	705		55.71	851.62	card
31423	784	$406.97	28.49	435.46000000000004	
31424	961	439.99	30.8		paypal
31425	1168	60.54	4.24	64.78	card
31426	484			226.74	cash
31427	1418	519.9	36.39	556.29	paypal
31428	1002	$179.38	12.56		
31429	1088	496.9	34.78	531.68	card
31430	470	625.55	43.79	669.3399999999999	cash
